,HomeTeam,HomeTeamID,AwayTeam,AwayTeamID,UTCDate,ESTDate
843,Nashville Predators,689,Los Angeles Kings,685,2023-01-22T01:00:00+00:00,2023-01-21
844,St. Louis Blues,698,Chicago Blackhawks,678,2023-01-22T01:00:00+00:00,2023-01-21
845,Seattle Kraken,1436,Colorado Avalanche,679,2023-01-22T03:00:00+00:00,2023-01-21
846,Vancouver Canucks,701,Edmonton Oilers,683,2023-01-22T03:00:00+00:00,2023-01-21
847,Vegas Golden Knights,702,Washington Capitals,703,2023-01-22T03:00:00+00:00,2023-01-21
848,New Jersey Devils,690,Pittsburgh Penguins,696,2023-01-22T19:00:00+00:00,2023-01-22
849,Philadelphia Flyers,695,Winnipeg Jets,704,2023-01-23T00:00:00+00:00,2023-01-22
850,Chicago Blackhawks,678,Los Angeles Kings,685,2023-01-23T00:00:00+00:00,2023-01-22
851,Boston Bruins,673,San Jose Sharks,697,2023-01-23T00:00:00+00:00,2023-01-22
852,Arizona Coyotes,1460,Vegas Golden Knights,702,2023-01-23T01:00:00+00:00,2023-01-22
853,New York Rangers,692,Florida Panthers,684,2023-01-24T00:00:00+00:00,2023-01-23
854,Toronto Maple Leafs,700,New York Islanders,691,2023-01-24T00:00:00+00:00,2023-01-23
855,Dallas Stars,681,Buffalo Sabres,674,2023-01-24T01:30:00+00:00,2023-01-23
856,Calgary Flames,675,Columbus Blue Jackets,680,2023-01-24T02:30:00+00:00,2023-01-23
857,Montreal Canadiens,688,Boston Bruins,673,2023-01-25T00:00:00+00:00,2023-01-24
858,Philadelphia Flyers,695,Los Angeles Kings,685,2023-01-25T00:00:00+00:00,2023-01-24
859,Pittsburgh Penguins,696,Florida Panthers,684,2023-01-25T00:00:00+00:00,2023-01-24
860,Tampa Bay Lightning,699,Minnesota Wild,687,2023-01-25T00:00:00+00:00,2023-01-24
861,Detroit Red Wings,682,San Jose Sharks,697,2023-01-25T00:00:00+00:00,2023-01-24
862,New Jersey Devils,690,Vegas Golden Knights,702,2023-01-25T00:30:00+00:00,2023-01-24
863,Nashville Predators,689,Winnipeg Jets,704,2023-01-25T01:00:00+00:00,2023-01-24
864,St. Louis Blues,698,Buffalo Sabres,674,2023-01-25T01:00:00+00:00,2023-01-24
865,Arizona Coyotes,1460,Anaheim Ducks,670,2023-01-25T02:00:00+00:00,2023-01-24
866,Colorado Avalanche,679,Washington Capitals,703,2023-01-25T02:00:00+00:00,2023-01-24
867,Vancouver Canucks,701,Chicago Blackhawks,678,2023-01-25T03:00:00+00:00,2023-01-24
868,Ottawa Senators,693,New York Islanders,691,2023-01-26T00:00:00+00:00,2023-01-25
869,Toronto Maple Leafs,700,New York Rangers,692,2023-01-26T00:00:00+00:00,2023-01-25
870,Dallas Stars,681,Carolina Hurricanes,676,2023-01-26T01:30:00+00:00,2023-01-25
871,Edmonton Oilers,683,Columbus Blue Jackets,680,2023-01-26T02:30:00+00:00,2023-01-25
872,Seattle Kraken,1436,Vancouver Canucks,701,2023-01-26T03:00:00+00:00,2023-01-25
873,Washington Capitals,703,Pittsburgh Penguins,696,2023-01-27T00:00:00+00:00,2023-01-26
874,Tampa Bay Lightning,699,Boston Bruins,673,2023-01-27T00:00:00+00:00,2023-01-26
875,Montreal Canadiens,688,Detroit Red Wings,682,2023-01-27T00:00:00+00:00,2023-01-26
876,Nashville Predators,689,New Jersey Devils,690,2023-01-27T01:00:00+00:00,2023-01-26
877,Winnipeg Jets,704,Buffalo Sabres,674,2023-01-27T01:00:00+00:00,2023-01-26
878,Minnesota Wild,687,Philadelphia Flyers,695,2023-01-27T01:00:00+00:00,2023-01-26
879,Arizona Coyotes,1460,St. Louis Blues,698,2023-01-27T02:00:00+00:00,2023-01-26
880,Calgary Flames,675,Chicago Blackhawks,678,2023-01-27T02:00:00+00:00,2023-01-26
881,Colorado Avalanche,679,Anaheim Ducks,670,2023-01-27T02:00:00+00:00,2023-01-26
882,Toronto Maple Leafs,700,Ottawa Senators,693,2023-01-28T00:00:00+00:00,2023-01-27
883,New York Rangers,692,Vegas Golden Knights,702,2023-01-28T00:00:00+00:00,2023-01-27
884,New York Islanders,691,Detroit Red Wings,682,2023-01-28T00:00:00+00:00,2023-01-27
885,Florida Panthers,684,Los Angeles Kings,685,2023-01-28T00:00:00+00:00,2023-01-27
886,Carolina Hurricanes,676,San Jose Sharks,697,2023-01-28T00:00:00+00:00,2023-01-27
887,Dallas Stars,681,New Jersey Devils,690,2023-01-28T01:30:00+00:00,2023-01-27
888,Seattle Kraken,1436,Calgary Flames,675,2023-01-28T03:00:00+00:00,2023-01-27
889,Vancouver Canucks,701,Columbus Blue Jackets,680,2023-01-28T03:00:00+00:00,2023-01-27
890,Colorado Avalanche,679,St. Louis Blues,698,2023-01-28T20:00:00+00:00,2023-01-28
891,Florida Panthers,684,Boston Bruins,673,2023-01-28T23:00:00+00:00,2023-01-28
892,Ottawa Senators,693,Montreal Canadiens,688,2023-01-29T00:00:00+00:00,2023-01-28
893,Pittsburgh Penguins,696,San Jose Sharks,697,2023-01-29T00:00:00+00:00,2023-01-28
894,Tampa Bay Lightning,699,Los Angeles Kings,685,2023-01-29T00:00:00+00:00,2023-01-28
895,Winnipeg Jets,704,Philadelphia Flyers,695,2023-01-29T00:00:00+00:00,2023-01-28
896,New York Islanders,691,Vegas Golden Knights,702,2023-01-29T00:30:00+00:00,2023-01-28
897,Minnesota Wild,687,Buffalo Sabres,674,2023-01-29T02:00:00+00:00,2023-01-28
898,Edmonton Oilers,683,Chicago Blackhawks,678,2023-01-29T03:00:00+00:00,2023-01-28
899,Seattle Kraken,1436,Columbus Blue Jackets,680,2023-01-29T03:00:00+00:00,2023-01-28
900,Anaheim Ducks,670,Arizona Coyotes,1460,2023-01-29T03:30:00+00:00,2023-01-28
901,Carolina Hurricanes,676,Boston Bruins,673,2023-01-29T22:00:00+00:00,2023-01-29
902,Toronto Maple Leafs,700,Washington Capitals,703,2023-01-29T22:00:00+00:00,2023-01-29
903,Winnipeg Jets,704,St. Louis Blues,698,2023-01-31T01:00:00+00:00,2023-01-30
904,Carolina Hurricanes,676,Los Angeles Kings,685,2023-02-01T00:00:00+00:00,2023-01-31
905,Columbus Blue Jackets,680,Washington Capitals,703,2023-02-01T00:00:00+00:00,2023-01-31
906,Montreal Canadiens,688,Ottawa Senators,693,2023-02-01T00:00:00+00:00,2023-01-31
907,Buffalo Sabres,674,Carolina Hurricanes,676,2023-02-02T00:30:00+00:00,2023-02-01
908,Toronto Maple Leafs,700,Boston Bruins,673,2023-02-02T00:30:00+00:00,2023-02-01
909,Pacific Division,694,Central Division,677,2023-02-04T20:00:00+00:00,2023-02-04
910,Atlantic Division,672,Metropolitan Division,686,2023-02-04T21:00:00+00:00,2023-02-04
911,Florida Panthers,684,Tampa Bay Lightning,699,2023-02-07T00:00:00+00:00,2023-02-06
912,Philadelphia Flyers,695,New York Islanders,691,2023-02-07T00:00:00+00:00,2023-02-06
913,New Jersey Devils,690,Vancouver Canucks,701,2023-02-07T00:30:00+00:00,2023-02-06
914,New York Rangers,692,Calgary Flames,675,2023-02-07T00:30:00+00:00,2023-02-06
915,Dallas Stars,681,Anaheim Ducks,670,2023-02-07T01:30:00+00:00,2023-02-06
916,Arizona Coyotes,1460,Minnesota Wild,687,2023-02-07T02:00:00+00:00,2023-02-06
917,Pittsburgh Penguins,696,Colorado Avalanche,679,2023-02-08T00:00:00+00:00,2023-02-07
918,Tampa Bay Lightning,699,San Jose Sharks,697,2023-02-08T00:00:00+00:00,2023-02-07
919,New York Islanders,691,Seattle Kraken,1436,2023-02-08T00:30:00+00:00,2023-02-07
920,Detroit Red Wings,682,Edmonton Oilers,683,2023-02-08T00:30:00+00:00,2023-02-07
921,Nashville Predators,689,Vegas Golden Knights,702,2023-02-08T01:00:00+00:00,2023-02-07
922,Chicago Blackhawks,678,Anaheim Ducks,670,2023-02-08T01:30:00+00:00,2023-02-07
923,New York Rangers,692,Vancouver Canucks,701,2023-02-09T01:00:00+00:00,2023-02-08
924,Dallas Stars,681,Minnesota Wild,687,2023-02-09T01:30:00+00:00,2023-02-08
925,Florida Panthers,684,San Jose Sharks,697,2023-02-10T00:00:00+00:00,2023-02-09
926,New Jersey Devils,690,Seattle Kraken,1436,2023-02-10T00:00:00+00:00,2023-02-09
927,Philadelphia Flyers,695,Edmonton Oilers,683,2023-02-10T00:00:00+00:00,2023-02-09
928,Tampa Bay Lightning,699,Colorado Avalanche,679,2023-02-10T00:00:00+00:00,2023-02-09
929,Detroit Red Wings,682,Calgary Flames,675,2023-02-10T00:00:00+00:00,2023-02-09
930,New York Islanders,691,Vancouver Canucks,701,2023-02-10T00:30:00+00:00,2023-02-09
931,Minnesota Wild,687,Vegas Golden Knights,702,2023-02-10T01:00:00+00:00,2023-02-09
932,Columbus Blue Jackets,680,Toronto Maple Leafs,700,2023-02-11T00:00:00+00:00,2023-02-10
933,New York Rangers,692,Seattle Kraken,1436,2023-02-11T00:00:00+00:00,2023-02-10
934,Chicago Blackhawks,678,Arizona Coyotes,1460,2023-02-11T01:30:00+00:00,2023-02-10
935,Anaheim Ducks,670,Pittsburgh Penguins,696,2023-02-11T03:00:00+00:00,2023-02-10
936,Detroit Red Wings,682,Vancouver Canucks,701,2023-02-11T17:00:00+00:00,2023-02-11
937,Buffalo Sabres,674,Calgary Flames,675,2023-02-11T17:30:00+00:00,2023-02-11
938,Montreal Canadiens,688,New York Islanders,691,2023-02-11T17:30:00+00:00,2023-02-11
939,Ottawa Senators,693,Edmonton Oilers,683,2023-02-11T17:30:00+00:00,2023-02-11
940,Philadelphia Flyers,695,Nashville Predators,689,2023-02-11T17:30:00+00:00,2023-02-11
941,Dallas Stars,681,Tampa Bay Lightning,699,2023-02-11T18:00:00+00:00,2023-02-11
942,Boston Bruins,673,Washington Capitals,703,2023-02-11T20:30:00+00:00,2023-02-11
943,Florida Panthers,684,Colorado Avalanche,679,2023-02-11T23:00:00+00:00,2023-02-11
944,Carolina Hurricanes,676,New York Rangers,692,2023-02-12T00:00:00+00:00,2023-02-11
945,Toronto Maple Leafs,700,Columbus Blue Jackets,680,2023-02-12T00:00:00+00:00,2023-02-11
946,Minnesota Wild,687,New Jersey Devils,690,2023-02-12T01:00:00+00:00,2023-02-11
947,St. Louis Blues,698,Arizona Coyotes,1460,2023-02-12T01:00:00+00:00,2023-02-11
948,Winnipeg Jets,704,Chicago Blackhawks,678,2023-02-12T03:00:00+00:00,2023-02-11
949,Los Angeles Kings,685,Pittsburgh Penguins,696,2023-02-12T03:30:00+00:00,2023-02-11
950,Montreal Canadiens,688,Edmonton Oilers,683,2023-02-12T17:30:00+00:00,2023-02-12
951,Philadelphia Flyers,695,Seattle Kraken,1436,2023-02-12T18:00:00+00:00,2023-02-12
952,Washington Capitals,703,San Jose Sharks,697,2023-02-12T18:30:00+00:00,2023-02-12
953,Vegas Golden Knights,702,Anaheim Ducks,670,2023-02-12T20:00:00+00:00,2023-02-12
954,Ottawa Senators,693,Calgary Flames,675,2023-02-14T00:30:00+00:00,2023-02-13
955,Minnesota Wild,687,Florida Panthers,684,2023-02-14T01:00:00+00:00,2023-02-13
956,Nashville Predators,689,Arizona Coyotes,1460,2023-02-14T01:00:00+00:00,2023-02-13
957,Vancouver Canucks,701,Detroit Red Wings,682,2023-02-14T03:00:00+00:00,2023-02-13
958,Los Angeles Kings,685,Buffalo Sabres,674,2023-02-14T03:30:00+00:00,2023-02-13
959,Montreal Canadiens,688,Chicago Blackhawks,678,2023-02-15T00:00:00+00:00,2023-02-14
960,Washington Capitals,703,Carolina Hurricanes,676,2023-02-15T00:00:00+00:00,2023-02-14
961,Columbus Blue Jackets,680,New Jersey Devils,690,2023-02-15T00:30:00+00:00,2023-02-14
962,New York Islanders,691,Ottawa Senators,693,2023-02-15T00:30:00+00:00,2023-02-14
963,Winnipeg Jets,704,Seattle Kraken,1436,2023-02-15T01:00:00+00:00,2023-02-14
964,St. Louis Blues,698,Florida Panthers,684,2023-02-15T01:00:00+00:00,2023-02-14
965,Dallas Stars,681,Boston Bruins,673,2023-02-15T01:30:00+00:00,2023-02-14
966,Colorado Avalanche,679,Tampa Bay Lightning,699,2023-02-15T02:00:00+00:00,2023-02-14
967,San Jose Sharks,697,Pittsburgh Penguins,696,2023-02-15T03:30:00+00:00,2023-02-14
968,Toronto Maple Leafs,700,Chicago Blackhawks,678,2023-02-16T00:00:00+00:00,2023-02-15
969,Arizona Coyotes,1460,Tampa Bay Lightning,699,2023-02-16T02:00:00+00:00,2023-02-15
970,Edmonton Oilers,683,Detroit Red Wings,682,2023-02-16T02:30:00+00:00,2023-02-15
971,Minnesota Wild,687,Colorado Avalanche,679,2023-02-16T02:30:00+00:00,2023-02-15
972,Anaheim Ducks,670,Buffalo Sabres,674,2023-02-16T03:00:00+00:00,2023-02-15
973,Vancouver Canucks,701,New York Rangers,692,2023-02-16T03:00:00+00:00,2023-02-15
974,Washington Capitals,703,Florida Panthers,684,2023-02-17T00:00:00+00:00,2023-02-16
975,Carolina Hurricanes,676,Montreal Canadiens,688,2023-02-17T00:00:00+00:00,2023-02-16
976,Columbus Blue Jackets,680,Winnipeg Jets,704,2023-02-17T00:00:00+00:00,2023-02-16
977,Nashville Predators,689,Boston Bruins,673,2023-02-17T01:00:00+00:00,2023-02-16
978,St. Louis Blues,698,New Jersey Devils,690,2023-02-17T02:00:00+00:00,2023-02-16
979,Calgary Flames,675,Detroit Red Wings,682,2023-02-17T02:00:00+00:00,2023-02-16
980,Seattle Kraken,1436,Philadelphia Flyers,695,2023-02-17T03:00:00+00:00,2023-02-16
981,Vegas Golden Knights,702,San Jose Sharks,697,2023-02-17T03:00:00+00:00,2023-02-16
982,New York Islanders,691,Pittsburgh Penguins,696,2023-02-18T00:00:00+00:00,2023-02-17
983,Ottawa Senators,693,Chicago Blackhawks,678,2023-02-18T00:00:00+00:00,2023-02-17
984,Minnesota Wild,687,Dallas Stars,681,2023-02-18T01:00:00+00:00,2023-02-17
985,Edmonton Oilers,683,New York Rangers,692,2023-02-18T02:00:00+00:00,2023-02-17
986,Anaheim Ducks,670,Los Angeles Kings,685,2023-02-18T02:00:00+00:00,2023-02-17
987,St. Louis Blues,698,Colorado Avalanche,679,2023-02-18T19:00:00+00:00,2023-02-18
988,Nashville Predators,689,Florida Panthers,684,2023-02-18T19:00:00+00:00,2023-02-18
989,Boston Bruins,673,New York Islanders,691,2023-02-18T22:00:00+00:00,2023-02-18
990,Pittsburgh Penguins,696,New Jersey Devils,690,2023-02-18T22:30:00+00:00,2023-02-18
991,Dallas Stars,681,Columbus Blue Jackets,680,2023-02-18T23:00:00+00:00,2023-02-18
992,Toronto Maple Leafs,700,Montreal Canadiens,688,2023-02-19T00:00:00+00:00,2023-02-18
993,Carolina Hurricanes,676,Washington Capitals,703,2023-02-19T01:00:00+00:00,2023-02-18
994,Calgary Flames,675,New York Rangers,692,2023-02-19T03:00:00+00:00,2023-02-18
995,Vancouver Canucks,701,Philadelphia Flyers,695,2023-02-19T03:00:00+00:00,2023-02-18
996,Vegas Golden Knights,702,Tampa Bay Lightning,699,2023-02-19T03:30:00+00:00,2023-02-18
997,Los Angeles Kings,685,Arizona Coyotes,1460,2023-02-19T03:30:00+00:00,2023-02-18
998,Seattle Kraken,1436,Detroit Red Wings,682,2023-02-19T03:30:00+00:00,2023-02-18
999,San Jose Sharks,697,Buffalo Sabres,674,2023-02-19T03:30:00+00:00,2023-02-18
1000,Minnesota Wild,687,Nashville Predators,689,2023-02-19T19:00:00+00:00,2023-02-19
1001,Ottawa Senators,693,St. Louis Blues,698,2023-02-19T19:00:00+00:00,2023-02-19
1002,Colorado Avalanche,679,Edmonton Oilers,683,2023-02-19T20:00:00+00:00,2023-02-19
1003,Chicago Blackhawks,678,Toronto Maple Leafs,700,2023-02-19T23:00:00+00:00,2023-02-19
1004,New Jersey Devils,690,Winnipeg Jets,704,2023-02-20T00:00:00+00:00,2023-02-19
1005,Arizona Coyotes,1460,Columbus Blue Jackets,680,2023-02-20T01:30:00+00:00,2023-02-19
1006,Florida Panthers,684,Anaheim Ducks,670,2023-02-20T18:00:00+00:00,2023-02-20
1007,Boston Bruins,673,Ottawa Senators,693,2023-02-20T18:00:00+00:00,2023-02-20
1008,Calgary Flames,675,Philadelphia Flyers,695,2023-02-20T21:00:00+00:00,2023-02-20
1009,San Jose Sharks,697,Seattle Kraken,1436,2023-02-20T21:00:00+00:00,2023-02-20
1010,New York Rangers,692,Winnipeg Jets,704,2023-02-21T00:00:00+00:00,2023-02-20
1011,Pittsburgh Penguins,696,New York Islanders,691,2023-02-21T00:00:00+00:00,2023-02-20
1012,Carolina Hurricanes,676,St. Louis Blues,698,2023-02-22T00:00:00+00:00,2023-02-21
1013,New Jersey Devils,690,Montreal Canadiens,688,2023-02-22T00:00:00+00:00,2023-02-21
1014,Tampa Bay Lightning,699,Anaheim Ducks,670,2023-02-22T00:00:00+00:00,2023-02-21
1015,Washington Capitals,703,Detroit Red Wings,682,2023-02-22T00:00:00+00:00,2023-02-21
1016,Buffalo Sabres,674,Toronto Maple Leafs,700,2023-02-22T00:30:00+00:00,2023-02-21
1017,Nashville Predators,689,Vancouver Canucks,701,2023-02-22T01:00:00+00:00,2023-02-21
1018,Minnesota Wild,687,Los Angeles Kings,685,2023-02-22T01:00:00+00:00,2023-02-21
1019,Chicago Blackhawks,678,Vegas Golden Knights,702,2023-02-22T01:30:00+00:00,2023-02-21
1020,Edmonton Oilers,683,Philadelphia Flyers,695,2023-02-22T02:00:00+00:00,2023-02-21
1021,New York Islanders,691,Winnipeg Jets,704,2023-02-23T00:00:00+00:00,2023-02-22
1022,Dallas Stars,681,Chicago Blackhawks,678,2023-02-23T02:30:00+00:00,2023-02-22
1023,Arizona Coyotes,1460,Calgary Flames,675,2023-02-23T02:30:00+00:00,2023-02-22
1024,Columbus Blue Jackets,680,Minnesota Wild,687,2023-02-24T00:00:00+00:00,2023-02-23
1025,New Jersey Devils,690,Los Angeles Kings,685,2023-02-24T00:00:00+00:00,2023-02-23
1026,Pittsburgh Penguins,696,Edmonton Oilers,683,2023-02-24T00:00:00+00:00,2023-02-23
1027,Tampa Bay Lightning,699,Buffalo Sabres,674,2023-02-24T00:00:00+00:00,2023-02-23
1028,Washington Capitals,703,Anaheim Ducks,670,2023-02-24T00:00:00+00:00,2023-02-23
1029,Detroit Red Wings,682,New York Rangers,692,2023-02-24T00:00:00+00:00,2023-02-23
1030,St. Louis Blues,698,Vancouver Canucks,701,2023-02-24T01:00:00+00:00,2023-02-23
1031,Vegas Golden Knights,702,Calgary Flames,675,2023-02-24T02:00:00+00:00,2023-02-23
1032,Seattle Kraken,1436,Boston Bruins,673,2023-02-24T03:00:00+00:00,2023-02-23
1033,San Jose Sharks,697,Nashville Predators,689,2023-02-24T03:30:00+00:00,2023-02-23
1034,Carolina Hurricanes,676,Ottawa Senators,693,2023-02-25T00:00:00+00:00,2023-02-24
1035,Florida Panthers,684,Buffalo Sabres,674,2023-02-25T00:00:00+00:00,2023-02-24
1036,Philadelphia Flyers,695,Montreal Canadiens,688,2023-02-25T00:00:00+00:00,2023-02-24
1037,Toronto Maple Leafs,700,Minnesota Wild,687,2023-02-25T00:00:00+00:00,2023-02-24
1038,New York Islanders,691,Los Angeles Kings,685,2023-02-25T00:30:00+00:00,2023-02-24
1039,Winnipeg Jets,704,Colorado Avalanche,679,2023-02-25T01:00:00+00:00,2023-02-24
1040,Columbus Blue Jackets,680,Edmonton Oilers,683,2023-02-25T17:30:00+00:00,2023-02-25
1041,Washington Capitals,703,New York Rangers,692,2023-02-25T18:00:00+00:00,2023-02-25
1042,St. Louis Blues,698,Pittsburgh Penguins,696,2023-02-25T20:30:00+00:00,2023-02-25
1043,Carolina Hurricanes,676,Anaheim Ducks,670,2023-02-26T00:00:00+00:00,2023-02-25
1044,Montreal Canadiens,688,Ottawa Senators,693,2023-02-26T00:00:00+00:00,2023-02-25
1045,New Jersey Devils,690,Philadelphia Flyers,695,2023-02-26T00:00:00+00:00,2023-02-25
1046,Vancouver Canucks,701,Boston Bruins,673,2023-02-26T00:00:00+00:00,2023-02-25
1047,Detroit Red Wings,682,Tampa Bay Lightning,699,2023-02-26T01:00:00+00:00,2023-02-25
1048,Colorado Avalanche,679,Calgary Flames,675,2023-02-26T03:00:00+00:00,2023-02-25
1049,Vegas Golden Knights,702,Dallas Stars,681,2023-02-26T03:00:00+00:00,2023-02-25
1050,San Jose Sharks,697,Chicago Blackhawks,678,2023-02-26T03:00:00+00:00,2023-02-25
1051,Buffalo Sabres,674,Washington Capitals,703,2023-02-26T18:00:00+00:00,2023-02-26
1052,Minnesota Wild,687,Columbus Blue Jackets,680,2023-02-26T19:00:00+00:00,2023-02-26
1053,Winnipeg Jets,704,New York Islanders,691,2023-02-26T20:30:00+00:00,2023-02-26
1054,New York Rangers,692,Los Angeles Kings,685,2023-02-26T22:00:00+00:00,2023-02-26
1055,Pittsburgh Penguins,696,Tampa Bay Lightning,699,2023-02-26T23:00:00+00:00,2023-02-26
1056,Arizona Coyotes,1460,Nashville Predators,689,2023-02-27T00:00:00+00:00,2023-02-26
1057,Seattle Kraken,1436,Toronto Maple Leafs,700,2023-02-27T00:00:00+00:00,2023-02-26
1058,Ottawa Senators,693,Detroit Red Wings,682,2023-02-28T00:00:00+00:00,2023-02-27
1059,Dallas Stars,681,Vancouver Canucks,701,2023-02-28T01:30:00+00:00,2023-02-27
1060,Edmonton Oilers,683,Boston Bruins,673,2023-02-28T01:30:00+00:00,2023-02-27
1061,Colorado Avalanche,679,Vegas Golden Knights,702,2023-02-28T02:00:00+00:00,2023-02-27
1062,Anaheim Ducks,670,Chicago Blackhawks,678,2023-02-28T03:00:00+00:00,2023-02-27
1063,Tampa Bay Lightning,699,Florida Panthers,684,2023-03-01T00:00:00+00:00,2023-02-28
1064,Ottawa Senators,693,Detroit Red Wings,682,2023-03-01T00:00:00+00:00,2023-02-28
1065,Buffalo Sabres,674,Columbus Blue Jackets,680,2023-03-01T00:30:00+00:00,2023-02-28
1066,Minnesota Wild,687,New York Islanders,691,2023-03-01T01:00:00+00:00,2023-02-28
1067,Nashville Predators,689,Pittsburgh Penguins,696,2023-03-01T01:00:00+00:00,2023-02-28
1068,St. Louis Blues,698,Seattle Kraken,1436,2023-03-01T01:00:00+00:00,2023-02-28
1069,Winnipeg Jets,704,Los Angeles Kings,685,2023-03-01T01:00:00+00:00,2023-02-28
1070,Arizona Coyotes,1460,Chicago Blackhawks,678,2023-03-01T02:00:00+00:00,2023-02-28
1071,Calgary Flames,675,Boston Bruins,673,2023-03-01T02:00:00+00:00,2023-02-28
1072,San Jose Sharks,697,Montreal Canadiens,688,2023-03-01T03:30:00+00:00,2023-02-28
1073,Philadelphia Flyers,695,New York Rangers,692,2023-03-02T00:30:00+00:00,2023-03-01
1074,Edmonton Oilers,683,Toronto Maple Leafs,700,2023-03-02T01:00:00+00:00,2023-03-01
1075,Dallas Stars,681,Arizona Coyotes,1460,2023-03-02T01:30:00+00:00,2023-03-01
1076,Colorado Avalanche,679,New Jersey Devils,690,2023-03-02T02:00:00+00:00,2023-03-01
1077,Anaheim Ducks,670,Washington Capitals,703,2023-03-02T03:00:00+00:00,2023-03-01
1078,Vegas Golden Knights,702,Carolina Hurricanes,676,2023-03-02T03:00:00+00:00,2023-03-01
1079,Boston Bruins,673,Buffalo Sabres,674,2023-03-03T00:00:00+00:00,2023-03-02
1080,Florida Panthers,684,Nashville Predators,689,2023-03-03T00:00:00+00:00,2023-03-02
1081,New York Rangers,692,Ottawa Senators,693,2023-03-03T00:00:00+00:00,2023-03-02
1082,Tampa Bay Lightning,699,Pittsburgh Penguins,696,2023-03-03T00:00:00+00:00,2023-03-02
1083,Detroit Red Wings,682,Seattle Kraken,1436,2023-03-03T00:00:00+00:00,2023-03-02
1084,Chicago Blackhawks,678,Dallas Stars,681,2023-03-03T01:30:00+00:00,2023-03-02
1085,Calgary Flames,675,Toronto Maple Leafs,700,2023-03-03T02:00:00+00:00,2023-03-02
1086,Vancouver Canucks,701,Minnesota Wild,687,2023-03-03T03:00:00+00:00,2023-03-02
1087,Los Angeles Kings,685,Montreal Canadiens,688,2023-03-03T03:30:00+00:00,2023-03-02
1088,San Jose Sharks,697,St. Louis Blues,698,2023-03-03T03:30:00+00:00,2023-03-02
1089,Columbus Blue Jackets,680,Seattle Kraken,1436,2023-03-04T00:00:00+00:00,2023-03-03
1090,Edmonton Oilers,683,Winnipeg Jets,704,2023-03-04T02:00:00+00:00,2023-03-03
1091,Arizona Coyotes,1460,Carolina Hurricanes,676,2023-03-04T02:30:00+00:00,2023-03-03
1092,Anaheim Ducks,670,Montreal Canadiens,688,2023-03-04T03:00:00+00:00,2023-03-03
1093,Vegas Golden Knights,702,New Jersey Devils,690,2023-03-04T03:00:00+00:00,2023-03-03
1094,Buffalo Sabres,674,Tampa Bay Lightning,699,2023-03-04T17:30:00+00:00,2023-03-04
1095,New York Islanders,691,Detroit Red Wings,682,2023-03-04T17:30:00+00:00,2023-03-04
1096,Boston Bruins,673,New York Rangers,692,2023-03-04T18:00:00+00:00,2023-03-04
1097,Dallas Stars,681,Colorado Avalanche,679,2023-03-04T20:30:00+00:00,2023-03-04
1098,Florida Panthers,684,Pittsburgh Penguins,696,2023-03-04T23:00:00+00:00,2023-03-04
1099,San Jose Sharks,697,Washington Capitals,703,2023-03-04T23:00:00+00:00,2023-03-04
1100,Ottawa Senators,693,Columbus Blue Jackets,680,2023-03-05T00:00:00+00:00,2023-03-04
1101,Vancouver Canucks,701,Toronto Maple Leafs,700,2023-03-05T00:00:00+00:00,2023-03-04
1102,Winnipeg Jets,704,Edmonton Oilers,683,2023-03-05T00:00:00+00:00,2023-03-04
1103,Chicago Blackhawks,678,Nashville Predators,689,2023-03-05T01:00:00+00:00,2023-03-04
1104,Calgary Flames,675,Minnesota Wild,687,2023-03-05T03:00:00+00:00,2023-03-04
1105,Los Angeles Kings,685,St. Louis Blues,698,2023-03-05T03:30:00+00:00,2023-03-04
1106,Carolina Hurricanes,676,Tampa Bay Lightning,699,2023-03-05T20:00:00+00:00,2023-03-05
1107,Vegas Golden Knights,702,Montreal Canadiens,688,2023-03-05T23:00:00+00:00,2023-03-05
1108,Philadelphia Flyers,695,Detroit Red Wings,682,2023-03-05T23:00:00+00:00,2023-03-05
1109,Arizona Coyotes,1460,New Jersey Devils,690,2023-03-06T00:00:00+00:00,2023-03-05
1110,Colorado Avalanche,679,Seattle Kraken,1436,2023-03-06T02:00:00+00:00,2023-03-05
1111,Buffalo Sabres,674,Edmonton Oilers,683,2023-03-07T00:30:00+00:00,2023-03-06
1112,Winnipeg Jets,704,San Jose Sharks,697,2023-03-07T00:30:00+00:00,2023-03-06
1113,Dallas Stars,681,Calgary Flames,675,2023-03-07T01:30:00+00:00,2023-03-06
1114,Chicago Blackhawks,678,Ottawa Senators,693,2023-03-07T02:00:00+00:00,2023-03-06
1115,Los Angeles Kings,685,Washington Capitals,703,2023-03-07T03:30:00+00:00,2023-03-06
1116,Vancouver Canucks,701,Nashville Predators,689,2023-03-07T03:30:00+00:00,2023-03-06
1117,Tampa Bay Lightning,699,Philadelphia Flyers,695,2023-03-08T00:00:00+00:00,2023-03-07
1118,Pittsburgh Penguins,696,Columbus Blue Jackets,680,2023-03-08T00:00:00+00:00,2023-03-07
1119,New Jersey Devils,690,Toronto Maple Leafs,700,2023-03-08T00:00:00+00:00,2023-03-07
1120,Florida Panthers,684,Vegas Golden Knights,702,2023-03-08T00:00:00+00:00,2023-03-07
1121,Montreal Canadiens,688,Carolina Hurricanes,676,2023-03-08T00:00:00+00:00,2023-03-07
1122,New York Islanders,691,Buffalo Sabres,674,2023-03-08T00:30:00+00:00,2023-03-07
